gender,age,number_of_dependents,number_of_referrals,tenure_in_months,offer,internet_service,internet_type,avg_monthly_gb_download,payment_method,monthly_charge,total_charges,total_refunds,total_extra_data_charges,total_long_distance_charges,total_revenue,churn_value,avg_monthly_spending,revenue_minus_refunds,contract_length_months,has_streaming,has_phone_service,has_multiple_lines,has_online_security,has_online_backup,has_device_protection_plan,has_premium_tech_support,has_streaming_tv,has_streaming_movies,has_streaming_music,has_unlimited_data,has_paperless_billing,num_services
Female,30,0,1,1,Offer E,No,,0,Bank Withdrawal,21.0,21.0,0.0,0,16.66,37.66,1,21.0,37.66,1,False,1,0,0,0,0,0,0,0,0,0,1,1
Female,47,0,1,57,,Yes,Fiber Optic,25,Credit Card,104.5,5921.35,0.0,0,2287.4100000000003,8208.76,1,103.88333333333334,8208.76,1,True,1,1,0,1,1,0,1,1,1,1,1,7
Male,31,0,0,1,Offer E,Yes,Fiber Optic,28,Bank Withdrawal,81.7,81.7,0.0,0,9.81,91.51,1,81.7,91.51,1,False,1,1,1,0,0,0,0,0,0,1,1,3
Male,58,3,0,40,Offer B,No,,0,Bank Withdrawal,20.4,854.9,32.55,0,1056.4,1878.75,0,21.3725,1846.2,12,False,1,0,0,0,0,0,0,0,0,0,1,1
Female,67,1,8,29,,Yes,DSL,20,Credit Card,35.65,1025.15,25.07,0,0.0,1000.08,0,35.35,975.01,24,False,0,0,0,1,1,0,0,0,0,1,1,3
Male,29,0,0,3,Offer E,No,,0,Mailed Check,19.85,64.55,0.0,0,96.03,160.57999999999998,1,21.516666666666666,160.57999999999998,1,False,1,0,0,0,0,0,0,0,0,0,0,1
Female,44,0,0,53,,Yes,Fiber Optic,4,Credit Card,106.95,5785.5,0.0,0,1579.4,7364.9,1,109.16037735849056,7364.9,12,True,1,1,1,0,1,0,1,1,1,1,1,7
Male,57,1,9,24,,Yes,Cable,10,Credit Card,74.8,1821.2,0.0,0,208.07999999999998,2029.28,0,75.88333333333334,2029.28,12,True,1,1,1,0,0,0,1,1,1,1,0,6
Male,28,0,0,24,Offer C,Yes,DSL,46,Mailed Check,50.6,1288.75,0.0,0,0.0,1288.75,0,53.697916666666664,1288.75,12,True,0,0,1,0,0,0,1,1,1,1,1,5
Female,63,0,0,2,,Yes,Cable,26,Bank Withdrawal,59.0,114.15,0.0,0,54.04,168.19,0,57.075,168.19,1,True,1,0,0,1,0,0,1,0,0,1,1,4
Female,38,0,0,36,,Yes,DSL,5,Bank Withdrawal,55.8,1941.5,0.0,70,1689.1200000000001,3700.62,0,53.93055555555556,3700.62,12,False,1,1,0,0,1,0,0,0,0,0,0,3
Female,20,2,8,5,,Yes,Fiber Optic,73,Bank Withdrawal,80.85,356.1,0.0,0,239.54999999999998,595.65,0,71.22,595.65,1,True,1,0,0,0,0,0,1,0,0,1,1,3
Female,20,0,0,12,Offer D,Yes,DSL,48,Bank Withdrawal,49.4,611.65,0.0,90,205.68,907.3299999999999,0,50.97083333333333,907.3299999999999,1,False,1,0,0,1,0,0,0,0,0,0,1,3
Male,26,2,9,18,Offer D,Yes,DSL,52,Credit Card,25.55,467.85,0.0,0,0.0,467.85,0,25.991666666666667,467.85,1,False,0,0,0,0,0,0,0,0,0,1,0,1
Male,44,0,0,62,,Yes,Fiber Optic,2,Bank Withdrawal,90.7,5586.45,0.0,0,1171.8,6758.25,0,90.1040322580645,6758.25,1,False,1,1,1,1,1,0,0,0,0,1,0,5
Male,34,0,1,70,Offer A,Yes,Fiber Optic,3,Bank Withdrawal,98.3,6859.5,0.0,20,2071.3,8950.8,1,97.99285714285715,8950.8,24,True,1,1,0,1,0,0,1,1,1,0,0,6
Female,74,0,7,66,Offer A,Yes,Fiber Optic,15,Credit Card,104.6,6819.45,0.0,0,1683.66,8503.11,0,103.325,8503.11,12,True,1,1,0,1,1,0,1,1,0,1,0,6
Female,39,0,0,61,,Yes,Fiber Optic,28,Bank Withdrawal,106.6,6428.4,0.0,0,2515.0299999999997,8943.43,1,105.38360655737705,8943.43,24,True,1,1,0,0,1,1,1,1,1,1,1,7
Female,67,0,0,6,Offer E,No,,0,Bank Withdrawal,19.5,106.8,0.0,0,12.18,118.97999999999999,0,17.8,118.97999999999999,24,False,1,0,0,0,0,0,0,0,0,0,0,1
Male,47,0,0,38,Offer C,Yes,Fiber Optic,26,Bank Withdrawal,104.85,3887.25,0.0,0,164.92,4052.17,0,102.29605263157895,4052.17,12,True,1,1,1,1,0,0,1,1,1,1,1,7
Female,57,0,0,47,Offer B,Yes,DSL,3,Credit Card,39.65,1798.65,0.0,0,0.0,1798.65,0,38.26914893617022,1798.65,12,False,0,0,1,1,0,1,0,0,0,1,0,4
Female,21,1,5,45,,No,,0,Credit Card,24.65,1171.3,0.0,0,1690.65,2861.95,0,26.028888888888886,2861.95,24,False,1,1,0,0,0,0,0,0,0,0,1,1
Male,67,0,0,51,,No,,0,Bank Withdrawal,25.0,1260.7,0.0,0,158.60999999999999,1419.31,0,24.719607843137254,1419.31,12,False,1,1,0,0,0,0,0,0,0,0,0,1
Male,53,0,1,56,,Yes,Fiber Optic,25,Bank Withdrawal,107.25,6033.3,0.0,0,808.0799999999999,6841.38,0,107.7375,6841.38,12,True,1,1,0,1,0,1,1,1,1,1,1,7
Male,56,0,0,2,,Yes,DSL,17,Bank Withdrawal,44.9,111.05,0.0,0,10.16,121.21,0,55.525,121.21,1,False,1,0,0,0,0,0,0,0,0,1,0,2
Female,43,3,0,10,,Yes,Fiber Optic,52,Bank Withdrawal,91.1,964.35,0.0,0,429.3,1393.65,0,96.435,1393.65,1,True,1,0,0,0,1,1,1,0,0,1,1,5
Female,70,0,1,68,Offer A,Yes,Fiber Optic,24,Bank Withdrawal,89.6,6127.6,0.0,0,1640.84,7768.4400000000005,1,90.11176470588236,7768.4400000000005,1,True,1,1,0,1,0,0,0,1,0,1,1,4
Female,28,0,0,13,Offer D,Yes,Fiber Optic,41,Bank Withdrawal,96.65,1244.5,0.0,0,221.26,1465.76,1,95.73076923076923,1465.76,1,True,1,1,1,1,0,0,1,0,0,1,1,5
Female,29,0,4,48,,Yes,Fiber Optic,59,Bank Withdrawal,97.05,4692.95,0.0,0,2286.7200000000003,6979.67,0,97.76979166666666,6979.67,12,True,1,0,0,1,1,0,1,1,1,1,1,7
Male,58,0,0,28,Offer C,No,,0,Credit Card,18.25,534.7,0.0,0,1130.92,1665.6200000000001,0,19.09642857142857,1665.6200000000001,12,False,1,0,0,0,0,0,0,0,0,0,0,1
Female,47,0,0,23,Offer D,Yes,Fiber Optic,23,Bank Withdrawal,75.6,1758.6,0.0,0,635.03,2393.63,1,76.4608695652174,2393.63,1,False,1,1,0,0,0,0,0,0,0,1,0,2
Female,46,0,5,27,,Yes,DSL,13,Credit Card,66.15,1874.45,0.0,0,1085.67,2960.12,0,69.42407407407407,2960.12,12,False,1,0,1,1,1,1,0,0,0,1,0,6
Male,24,1,3,12,,No,,0,Bank Withdrawal,21.05,262.05,0.0,0,596.4000000000001,858.45,0,21.837500000000002,858.45,24,False,1,0,0,0,0,0,0,0,0,0,0,1
Female,54,0,0,15,,Yes,Fiber Optic,16,Credit Card,94.0,1505.45,0.0,0,229.2,1734.65,0,100.36333333333333,1734.65,1,True,1,0,0,0,1,0,1,1,1,1,1,6
Female,30,0,0,13,,Yes,DSL,53,Bank Withdrawal,23.9,300.8,0.0,0,0.0,300.8,1,23.138461538461538,300.8,1,False,0,0,0,0,0,0,0,0,0,1,1,1
Male,42,0,0,3,,No,,0,Credit Card,19.6,61.35,0.0,0,106.94999999999999,168.29999999999998,0,20.45,168.29999999999998,12,False,1,0,0,0,0,0,0,0,0,0,0,1
Male,47,2,9,69,Offer A,Yes,Fiber Optic,11,Bank Withdrawal,105.0,7297.75,0.0,0,1551.81,8849.56,0,105.76449275362319,8849.56,24,True,1,1,0,1,1,0,1,1,1,1,1,7
Female,26,0,0,12,,No,,0,Mailed Check,20.3,246.7,0.0,0,387.84000000000003,634.54,0,20.558333333333334,634.54,1,False,1,0,0,0,0,0,0,0,0,0,0,1
Female,26,0,0,54,,Yes,Fiber Optic,52,Bank Withdrawal,95.1,5064.85,0.0,0,635.04,5699.89,0,93.79351851851852,5699.89,24,True,1,1,0,0,1,1,0,1,1,1,1,6
Female,35,0,1,26,,Yes,DSL,13,Bank Withdrawal,60.05,1616.15,0.0,0,580.5799999999999,2196.73,1,62.159615384615385,2196.73,1,False,1,1,0,1,0,1,0,0,0,1,1,4
Male,38,2,1,24,Offer C,Yes,Cable,24,Mailed Check,84.8,1990.5,48.23,0,865.1999999999999,2807.47,0,82.9375,2759.24,12,True,1,1,1,0,1,1,1,1,1,1,1,8
Male,61,0,0,2,,Yes,Cable,28,Credit Card,50.2,109.25,0.0,10,12.68,131.93,0,54.625,131.93,1,False,1,0,0,0,0,1,0,0,0,0,1,3
Female,29,0,1,47,,Yes,Fiber Optic,51,Bank Withdrawal,98.75,4533.7,0.0,0,134.89000000000001,4668.59,1,96.46170212765956,4668.59,1,True,1,1,1,1,1,0,1,0,1,1,1,7
Female,72,0,8,58,Offer B,Yes,Fiber Optic,28,Bank Withdrawal,100.4,5749.8,0.0,0,2745.7200000000003,8495.52,0,99.13448275862069,8495.52,1,True,1,1,0,0,0,1,1,1,1,1,1,6
Female,41,0,8,64,Offer B,No,,0,Credit Card,19.45,1208.6,0.0,0,1278.72,2487.3199999999997,0,18.884375,2487.3199999999997,24,False,1,0,0,0,0,0,0,0,0,0,0,1
Male,54,2,9,58,,Yes,DSL,29,Credit Card,75.2,4300.8,0.0,0,2050.3,6351.1,0,74.15172413793104,6351.1,12,True,1,0,0,1,0,1,1,1,1,1,1,7
Male,56,0,1,19,,Yes,Fiber Optic,20,Bank Withdrawal,100.0,1888.65,0.0,0,835.0500000000001,2723.7000000000003,1,99.40263157894738,2723.7000000000003,12,True,1,0,0,1,0,1,1,1,1,1,0,7
Male,43,3,0,1,,No,,0,Credit Card,19.75,19.75,0.0,0,11.91,31.66,1,19.75,31.66,1,False,1,0,0,0,0,0,0,0,0,0,0,1
Male,73,0,4,35,,Yes,Fiber Optic,3,Bank Withdrawal,100.8,3437.5,0.0,0,74.2,3511.7,0,98.21428571428571,3511.7,12,True,1,1,0,0,1,0,1,1,0,1,1,5
Female,37,0,0,8,Offer E,Yes,DSL,28,Bank Withdrawal,65.5,573.15,0.0,0,69.84,642.99,0,71.64375,642.99,1,False,1,1,1,1,1,0,0,0,0,1,1,5
Male,51,1,5,72,,No,,0,Bank Withdrawal,20.55,1432.55,0.0,0,2671.92,4104.47,0,19.896527777777777,4104.47,24,False,1,0,0,0,0,0,0,0,0,0,0,1
Female,50,0,0,2,,Yes,Fiber Optic,25,Credit Card,74.9,136.05,0.0,0,82.16,218.21,0,68.025,218.21,1,False,1,1,0,0,0,0,0,0,0,1,1,2
Male,60,2,6,67,,No,,0,Bank Withdrawal,24.65,1620.45,0.0,0,965.47,2585.92,0,24.18582089552239,2585.92,24,False,1,1,0,0,0,0,0,0,0,0,0,1
Female,45,0,0,1,Offer E,Yes,Fiber Optic,9,Credit Card,95.65,95.65,0.0,0,32.33,127.98,1,95.65,127.98,1,True,1,1,0,0,0,0,1,1,1,1,0,5
Female,43,5,10,72,,Yes,Fiber Optic,53,Bank Withdrawal,113.1,8248.5,0.0,0,1895.04,10143.54,0,114.5625,10143.54,24,True,1,1,1,1,1,1,1,1,1,1,1,9
Male,38,0,6,11,,Yes,DSL,15,Bank Withdrawal,55.05,608.15,0.0,0,486.20000000000005,1094.35,0,55.28636363636363,1094.35,1,True,1,0,0,0,0,0,1,0,0,1,1,3
Male,66,0,0,9,Offer E,Yes,Fiber Optic,25,Bank Withdrawal,74.05,678.45,0.0,0,357.93,1036.38,0,75.38333333333334,1036.38,24,False,1,1,0,0,0,0,0,0,0,1,1,2
Female,62,3,0,11,Offer D,No,,0,Credit Card,20.1,221.35,0.0,0,363.66,585.01,1,20.12272727272727,585.01,1,False,1,0,0,0,0,0,0,0,0,0,0,1
Male,71,0,1,7,,Yes,Fiber Optic,2,Bank Withdrawal,99.25,665.45,0.0,0,300.44,965.8900000000001,1,95.06428571428572,965.8900000000001,1,True,1,1,0,0,1,0,1,1,1,1,1,6
Male,28,0,0,37,,Yes,Fiber Optic,41,Credit Card,96.1,3646.8,0.0,0,808.08,4454.88,0,98.56216216216217,4454.88,1,True,1,0,0,1,0,0,1,1,1,1,1,6
Female,25,0,0,30,,Yes,Cable,27,Bank Withdrawal,55.3,1530.6,0.0,0,582.3,2112.8999999999996,0,51.019999999999996,2112.8999999999996,1,False,1,0,1,1,0,0,0,0,0,1,1,4
Female,34,3,1,24,Offer C,Yes,DSL,75,Credit Card,52.5,1208.15,0.0,0,0.0,1208.15,0,50.33958333333334,1208.15,24,True,0,0,1,1,1,1,0,1,1,1,1,7
Male,50,0,0,68,,Yes,Fiber Optic,21,Credit Card,79.6,5461.45,3.26,10,1260.04,6728.23,0,80.31544117647059,6724.969999999999,12,False,1,0,0,1,1,0,0,0,0,0,0,4
Female,23,0,0,2,,No,,0,Credit Card,20.45,34.8,0.0,0,92.0,126.8,0,17.4,126.8,12,False,1,0,0,0,0,0,0,0,0,0,0,1
Male,55,0,4,70,Offer A,Yes,DSL,9,Credit Card,76.1,5264.25,0.0,110,2335.8999999999996,7710.15,0,75.20357142857142,7710.15,24,True,1,1,0,1,1,1,1,0,0,0,0,6
Female,27,0,1,64,Offer B,Yes,DSL,52,Bank Withdrawal,58.35,3756.45,0.0,0,2577.92,6334.37,0,58.69453125,6334.37,12,False,1,1,0,0,1,1,0,0,0,1,0,4
Male,28,0,0,40,,Yes,DSL,58,Bank Withdrawal,67.45,2731.0,0.0,0,1562.0,4293.0,0,68.275,4293.0,1,True,1,0,1,0,1,0,0,1,1,1,0,6
Male,44,0,0,30,,Yes,Fiber Optic,16,Bank Withdrawal,97.0,3021.3,0.0,0,365.1,3386.4,0,100.71000000000001,3386.4,12,True,1,0,0,1,0,0,1,1,1,1,1,6
Male,22,2,0,1,,Yes,Cable,52,Bank Withdrawal,48.95,48.95,0.0,0,34.4,83.35,1,48.95,83.35,1,True,1,0,0,0,1,0,0,0,1,1,0,4
Male,66,0,1,18,Offer D,Yes,Fiber Optic,18,Bank Withdrawal,78.55,1422.65,0.0,0,89.64000000000001,1512.2900000000002,1,79.03611111111111,1512.2900000000002,1,True,1,0,0,0,0,0,0,1,0,1,0,3
Male,21,0,1,1,Offer E,Yes,Fiber Optic,51,Bank Withdrawal,84.8,84.8,0.0,0,37.83,122.63,1,84.8,122.63,1,True,1,0,0,0,0,1,1,0,0,1,1,4
Female,57,0,1,32,,No,,0,Bank Withdrawal,19.4,641.15,0.0,0,395.2,1036.35,0,20.0359375,1036.35,1,False,1,0,0,0,0,0,0,0,0,0,0,1
Female,59,0,3,71,,Yes,Cable,18,Credit Card,85.75,6223.8,4.6,0,2178.28,8397.48,0,87.65915492957747,8392.88,24,True,1,1,1,1,1,1,1,1,1,1,0,9
Male,56,0,0,1,Offer E,Yes,Cable,14,Credit Card,50.7,50.7,0.0,0,38.05,88.75,0,50.7,88.75,1,False,1,0,1,0,0,0,0,0,0,1,1,3
Male,56,0,0,18,,Yes,DSL,8,Mailed Check,69.5,1199.4,0.0,0,219.78000000000003,1419.18,0,66.63333333333334,1419.18,1,True,1,1,1,0,1,0,1,0,0,1,0,5
Female,57,3,1,48,Offer B,Yes,Fiber Optic,53,Credit Card,105.25,4997.5,1.66,0,1459.68,6455.52,0,104.11458333333333,6453.860000000001,1,True,1,1,1,1,0,0,1,1,1,1,1,7
Female,44,0,0,71,Offer A,No,,0,Bank Withdrawal,20.9,1493.2,0.0,0,1058.61,2551.81,0,21.03098591549296,2551.81,24,False,1,0,0,0,0,0,0,0,0,0,1,1
Female,55,0,1,4,Offer E,Yes,Fiber Optic,14,Bank Withdrawal,91.65,365.4,0.0,0,87.24,452.64,1,91.35,452.64,1,True,1,1,0,1,0,0,1,0,0,1,1,4
Male,70,0,3,24,Offer C,Yes,Fiber Optic,11,Bank Withdrawal,104.25,2433.9,0.0,0,1194.24,3628.1400000000003,1,101.41250000000001,3628.1400000000003,1,True,1,1,0,1,1,0,1,1,1,1,1,7
Male,34,0,0,50,,Yes,Fiber Optic,22,Credit Card,90.1,4549.45,0.0,0,768.5,5317.95,0,90.98899999999999,5317.95,12,False,1,0,1,1,1,1,0,0,0,1,1,6
Male,79,0,0,1,,Yes,Fiber Optic,23,Bank Withdrawal,75.75,75.75,0.0,0,8.35,84.1,1,75.75,84.1,1,False,1,1,0,0,0,0,0,0,0,1,1,2
Male,69,0,0,44,Offer B,Yes,Fiber Optic,3,Bank Withdrawal,73.85,3122.4,0.0,100,2070.6400000000003,5293.040000000001,0,70.96363636363637,5293.040000000001,12,False,1,0,0,0,1,0,0,0,0,0,0,3
Male,23,2,2,61,,Yes,DSL,59,Bank Withdrawal,68.05,4158.25,0.0,0,2580.9100000000003,6739.16,0,68.16803278688525,6739.16,24,False,1,0,1,1,1,1,0,0,0,1,1,6
Male,39,0,0,29,,Yes,Fiber Optic,24,Credit Card,89.65,2623.65,0.0,10,374.68,3008.33,0,90.47068965517242,3008.33,1,True,1,0,0,1,0,1,1,0,0,0,0,5
Male,53,0,0,12,Offer D,Yes,DSL,3,Credit Card,53.75,648.65,0.0,0,21.6,670.25,0,54.05416666666667,670.25,1,False,1,0,0,1,0,1,0,0,0,1,1,4
Female,47,1,9,49,Offer B,Yes,DSL,14,Bank Withdrawal,79.3,3902.45,0.0,0,813.4000000000001,4715.85,0,79.64183673469387,4715.85,24,True,1,1,0,1,0,1,1,1,1,1,0,7
Female,66,0,0,37,,Yes,Fiber Optic,2,Bank Withdrawal,96.55,3580.3,0.0,0,122.1,3702.4,1,96.76486486486488,3702.4,1,True,1,1,0,0,0,0,1,1,0,1,1,4
Male,72,0,0,26,Offer C,Yes,Fiber Optic,18,Bank Withdrawal,105.75,2710.25,0.0,90,32.76,2833.01,1,104.24038461538461,2833.01,1,True,1,1,0,1,1,0,1,1,1,0,0,7
Male,32,0,0,52,Offer B,Yes,Fiber Optic,17,Credit Card,89.45,4577.75,18.89,0,785.1999999999999,5344.0599999999995,0,88.03365384615384,5325.169999999999,24,True,1,1,0,0,1,0,0,1,1,1,1,5
Male,28,1,0,60,Offer B,Yes,DSL,85,Bank Withdrawal,84.95,4984.85,0.0,0,2997.6,7982.450000000001,0,83.08083333333335,7982.450000000001,24,True,1,1,1,0,1,1,1,1,1,1,1,8
Female,78,0,0,72,Offer A,Yes,Fiber Optic,30,Credit Card,117.35,8436.25,0.0,0,1075.68,9511.93,0,117.17013888888889,9511.93,24,True,1,1,1,1,1,1,1,1,1,1,1,9
Male,26,0,0,1,Offer E,Yes,DSL,59,Credit Card,50.65,50.65,0.0,0,14.78,65.42999999999999,1,50.65,65.42999999999999,1,True,1,0,0,1,0,0,0,0,1,1,0,4
Male,39,0,1,15,Offer D,Yes,Fiber Optic,15,Bank Withdrawal,74.9,1107.25,0.0,0,519.45,1626.7,1,73.81666666666666,1626.7,1,False,1,1,0,0,0,0,0,0,0,1,1,2
Male,30,0,0,40,Offer B,Yes,Fiber Optic,69,Credit Card,89.6,3488.15,0.0,0,1290.8000000000002,4778.950000000001,0,87.20375,4778.950000000001,12,True,1,0,0,1,0,1,0,1,1,1,1,6
Male,40,0,0,29,,Yes,DSL,27,Bank Withdrawal,34.3,1004.75,0.0,0,0.0,1004.75,0,34.64655172413793,1004.75,1,False,0,0,0,1,0,1,0,0,0,1,0,3
Male,62,0,0,1,Offer E,Yes,DSL,24,Bank Withdrawal,54.3,54.3,0.0,10,34.02,98.32,0,54.3,98.32,1,False,1,1,0,1,0,0,0,0,0,0,0,3
Female,54,0,0,36,,Yes,Fiber Optic,7,Bank Withdrawal,99.15,3615.6,0.0,30,480.59999999999997,4126.2,1,100.43333333333334,4126.2,1,True,1,1,0,1,0,0,1,1,1,0,1,6
Male,52,0,1,65,Offer B,Yes,Fiber Optic,2,Bank Withdrawal,90.65,5931.0,0.0,110,1289.6,7330.6,0,91.24615384615385,7330.6,1,True,1,1,0,1,0,0,0,1,1,0,1,5
Female,63,0,0,1,,Yes,Cable,9,Bank Withdrawal,76.35,76.35,0.0,0,7.26,83.61,1,76.35,83.61,1,False,1,0,0,0,1,0,0,0,0,1,0,3
Female,57,0,0,65,,Yes,Cable,17,Bank Withdrawal,84.85,5459.2,0.0,0,2713.1,8172.299999999999,0,83.9876923076923,8172.299999999999,24,True,1,0,1,1,1,1,1,1,1,1,1,9
Female,60,0,8,72,Offer A,No,,0,Credit Card,26.0,1776.0,0.0,0,1942.56,3718.56,0,24.666666666666668,3718.56,24,False,1,1,0,0,0,0,0,0,0,0,1,1
Male,44,1,0,1,Offer E,Yes,Cable,19,Credit Card,33.6,33.6,0.0,50,0.0,83.6,0,33.6,83.6,1,False,0,0,0,1,0,1,0,0,0,0,0,3
Female,80,0,0,59,Offer B,Yes,Fiber Optic,5,Bank Withdrawal,89.75,5496.9,0.0,0,1508.63,7005.53,0,93.16779661016949,7005.53,24,False,1,1,1,1,1,0,0,0,0,1,1,5
Female,25,0,0,5,Offer E,Yes,Fiber Optic,59,Bank Withdrawal,80.2,384.25,0.0,0,244.3,628.55,0,76.85,628.55,1,True,1,0,0,0,0,0,1,0,0,1,0,3
Male,75,0,3,72,Offer A,Yes,Fiber Optic,2,Bank Withdrawal,114.95,8196.4,0.0,0,1539.36,9735.76,0,113.83888888888889,9735.76,24,True,1,1,1,1,1,1,1,1,0,1,1,8
Male,38,1,3,5,,Yes,Cable,12,Credit Card,55.7,259.4,0.0,0,94.85,354.25,0,51.879999999999995,354.25,1,False,1,1,0,0,0,1,0,0,0,1,1,3
Male,38,0,0,56,Offer B,No,,0,Mailed Check,21.2,1238.65,0.0,0,2723.28,3961.9300000000003,0,22.118750000000002,3961.9300000000003,12,False,1,0,0,0,0,0,0,0,0,0,1,1
Male,32,1,1,23,Offer D,No,,0,Credit Card,20.9,454.0,0.0,0,434.93,888.9300000000001,0,19.73913043478261,888.9300000000001,24,False,1,0,0,0,0,0,0,0,0,0,0,1
Male,39,0,0,4,,Yes,DSL,13,Credit Card,51.75,201.1,0.0,0,39.92,241.01999999999998,1,50.275,241.01999999999998,1,False,1,1,0,0,0,0,0,0,0,1,0,2
Female,35,0,0,2,,Yes,Fiber Optic,25,Bank Withdrawal,80.45,137.1,0.0,0,70.82,207.92,0,68.55,207.92,1,False,1,0,1,0,1,0,0,0,0,1,1,4
Male,34,0,6,11,,No,,0,Credit Card,20.55,184.95,0.0,0,287.21,472.15999999999997,0,16.813636363636363,472.15999999999997,12,False,1,0,0,0,0,0,0,0,0,0,1,1
Female,79,0,1,53,,No,,0,Credit Card,25.1,1275.6,0.0,0,1008.59,2284.19,0,24.067924528301884,2284.19,24,False,1,1,0,0,0,0,0,0,0,0,0,1
Male,78,0,0,20,Offer D,Yes,Fiber Optic,22,Credit Card,71.3,1389.2,0.0,0,114.2,1503.4,1,69.46000000000001,1503.4,1,False,1,0,0,0,0,0,0,0,0,1,0,2
Female,53,1,9,72,,No,,0,Credit Card,19.7,1379.8,0.0,0,3458.88,4838.68,0,19.163888888888888,4838.68,24,False,1,0,0,0,0,0,0,0,0,0,0,1
Female,30,0,0,26,Offer C,Yes,Cable,71,Credit Card,56.05,1553.2,0.0,0,929.5,2482.7,0,59.73846153846154,2482.7,12,False,1,0,0,1,1,0,0,0,0,1,1,4
Male,64,2,7,31,Offer C,Yes,Cable,25,Bank Withdrawal,59.95,1848.8,0.0,0,0.0,1848.8,0,59.63870967741936,1848.8,12,True,0,0,1,0,1,1,1,1,1,1,0,7
Male,59,1,1,19,Offer D,Yes,Cable,21,Bank Withdrawal,48.95,955.6,0.0,0,223.25,1178.85,0,50.294736842105266,1178.85,12,False,1,0,1,0,0,0,0,0,0,1,1,3
Female,65,0,10,48,,Yes,DSL,2,Bank Withdrawal,58.95,2789.7,0.0,0,1652.6399999999999,4442.34,0,58.11875,4442.34,12,True,1,0,0,1,0,0,0,1,1,1,1,5
Female,26,0,0,5,Offer E,Yes,Fiber Optic,42,Bank Withdrawal,80.0,412.5,40.0,10,219.95000000000002,602.45,1,82.5,562.45,1,True,1,0,0,0,0,0,0,1,1,0,1,4
Female,30,0,0,2,,No,,0,Mailed Check,20.55,33.6,0.0,0,33.4,67.0,0,16.8,67.0,1,False,1,0,0,0,0,0,0,0,0,0,1,1
Male,80,0,3,25,Offer C,Yes,Fiber Optic,25,Bank Withdrawal,89.05,2177.45,0.0,0,840.7500000000001,3018.2,1,87.098,3018.2,12,True,1,1,1,0,0,0,0,1,0,1,1,4
Male,31,8,2,54,Offer B,Yes,Fiber Optic,75,Bank Withdrawal,79.95,4362.05,0.0,0,2521.8,6883.85,0,80.77870370370371,6883.85,24,False,1,0,0,1,0,1,0,0,0,1,1,4
Male,75,0,7,68,Offer A,Yes,Fiber Optic,15,Credit Card,80.35,5589.3,0.0,0,2333.08,7922.38,0,82.19558823529412,7922.38,12,False,1,1,0,0,1,0,0,0,0,1,1,3
Male,50,0,4,70,Offer A,Yes,DSL,25,Bank Withdrawal,72.95,5265.55,0.0,60,2700.6,8026.15,0,75.22214285714286,8026.15,24,True,1,1,0,1,1,1,1,0,0,0,0,6
Male,41,0,10,18,Offer D,Yes,DSL,17,Bank Withdrawal,44.35,768.05,0.0,0,826.5600000000001,1594.6100000000001,0,42.669444444444444,1594.6100000000001,1,False,1,0,0,0,0,0,0,0,0,1,1,2
Female,29,0,0,3,,Yes,Fiber Optic,59,Credit Card,99.0,287.4,0.0,10,100.17,397.57,1,95.8,397.57,1,True,1,0,1,0,1,0,1,1,1,0,1,7
Male,61,0,0,45,,Yes,DSL,6,Bank Withdrawal,75.95,3273.8,0.0,0,466.2,3740.0,0,72.75111111111111,3740.0,1,True,1,0,1,0,1,0,1,1,1,1,1,7
Male,47,0,0,1,Offer E,Yes,Cable,11,Bank Withdrawal,42.9,42.9,0.0,0,4.02,46.92,1,42.9,46.92,1,False,1,0,0,0,0,0,0,0,0,1,1,2
Female,20,0,0,1,,Yes,Fiber Optic,52,Bank Withdrawal,76.0,76.0,0.0,0,35.01,111.00999999999999,1,76.0,111.00999999999999,1,False,1,1,0,0,0,0,0,0,0,1,0,2
Male,27,0,0,47,,No,,0,Bank Withdrawal,20.45,943.0,0.0,0,310.67,1253.67,0,20.06382978723404,1253.67,24,False,1,0,0,0,0,0,0,0,0,0,0,1
Male,71,0,1,46,Offer B,Yes,Fiber Optic,3,Bank Withdrawal,80.4,3605.2,0.0,20,2236.52,5861.719999999999,1,78.37391304347825,5861.719999999999,1,True,1,0,0,0,0,0,0,1,0,0,1,3
Male,69,0,4,70,,Yes,DSL,8,Credit Card,88.55,6306.5,0.0,0,2865.7999999999997,9172.3,0,90.09285714285714,9172.3,24,True,1,1,1,1,1,1,1,1,0,1,1,8
Female,24,2,4,70,Offer A,No,,0,Credit Card,24.05,1764.75,0.0,0,298.9,2063.65,0,25.210714285714285,2063.65,24,False,1,1,0,0,0,0,0,0,0,0,0,1
Male,23,2,7,37,Offer C,Yes,Cable,52,Bank Withdrawal,40.2,1525.35,0.0,0,0.0,1525.35,0,41.225675675675674,1525.35,12,False,0,0,1,0,1,1,0,0,0,1,1,4
Male,23,1,8,15,,Yes,Fiber Optic,30,Bank Withdrawal,101.9,1667.25,0.0,120,31.8,1819.05,0,111.15,1819.05,12,True,1,0,1,0,0,1,1,1,1,0,0,7
Female,39,0,0,55,Offer B,Yes,Fiber Optic,4,Bank Withdrawal,81.55,4509.5,0.0,0,1228.7,5738.2,0,81.99090909090908,5738.2,1,False,1,0,0,1,1,0,0,0,0,1,1,4
